name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2023-01-25T23:00:00,12.1,12.1,10.3,88.92,3.01,100,rain,0,0,50.5,25.9,155,1000,100,11.8,227,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T00:00:00,12.2,12.2,10.8,91.35,1.197,100,rain,0,0,53.6,14.3,158,999.2,100,10.1,227,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T01:00:00,12.7,12.7,11.4,92.08,2.533,100,rain,0,0,47.9,14.6,180,997.6,100,9.6,229,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T02:00:00,13,13,11.8,92.11,1.205,100,rain,0,0,44.3,8.5,200,996.5,100,8.1,227,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T03:00:00,11.8,11.8,10.7,92.41,6.8,100,rain,0,0,30.1,13,273,996.1,100,10.2,225,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T04:00:00,10.9,10.9,8.7,86.2,0.08,100,rain,0,0,46.4,16.3,275,996.6,100,16,225,0.8,0,10,"Rain, Overcast",rain,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T05:00:00,10.2,10.2,7.1,81.13,0,0,,0,0,27.7,15,235,996.7,27.1,16,223,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T06:00:00,9,6.8,5.8,80.68,0,0,,0,0,40.7,14.3,270,997.5,97,16,223,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T07:00:00,8.3,4.2,3.4,71.07,0,0,,0,0,49,33.5,270,998.7,97,16,3,0,0,10,Overcast,cloudy,"72505394728,KLGA,F8726,KNYC,72503014732"
"New York City,USA",2023-01-26T08:00:00,7.2,3.7,0.5,62.29,0,0,,0,0,36.7,21.6,267,999.8,86.6,16,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T09:00:00,6.8,4.3,-0.3,60.33,0,0,,0,0,44,13.1,260,1000.8,97,16,74,0.3,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T10:00:00,6.7,3.6,-0.9,58.26,0,0,,0,0,47.9,17.1,260,1002,97,16,86,0.3,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T11:00:00,6.7,2.9,-1.8,54.68,0,0,,0,0,43.4,22.9,275,1002.4,100,16,85,0.3,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T12:00:00,6.7,3.3,-2,53.99,0,0,,0,0,57.7,19.3,260,1002.8,100,16,98,0.4,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T13:00:00,6.7,3.3,-3.6,47.88,0,0,,0,0,47.8,19.4,282,1002.9,100,16,134,0.5,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T14:00:00,6.8,2.9,-3.8,46.82,0,0,,0,0,49.4,25.3,277,1003.5,97,16,130,0.5,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T15:00:00,6.7,2.2,-4,46.43,0,0,,0,0,49.5,31.7,257,1004.2,97,16,65,0.2,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T16:00:00,6.7,3.3,-4,46.43,0,0,,0,0,47.9,19.8,277,1005.6,97,16,28,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T17:00:00,6.3,2.9,-4.5,45.85,0,0,,0,0,39.5,18.2,267,1006.9,97,16,16,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-26T18:00:00,6.3,3.5,-4.2,47.13,0,0,,0,0,51.5,14,260,1008.2,97,16,14,0.1,0,10,Overcast,cloudy,"72505394728,E5816,KLGA,KNYC,72503014732"
"New York City,USA",2023-01-26T19:00:00,6.2,2.1,-4.7,45.73,0,0,,0,0,37.3,24.2,267,1009,97,16,223,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T20:00:00,5.8,4,-4.2,48.84,0,0,,0,0,50,8.5,326,1010,88.8,16,221,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T21:00:00,5.7,2.5,-4.2,49.3,0,0,,0,0,37.6,15.1,243,1010.8,88.8,16,221,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T22:00:00,5,1.2,-4,52.29,0,0,,0,0,39.2,18.6,245,1011.6,13.4,16,221,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-26T23:00:00,5,1,-4,52.29,0,0,,0,0,30.7,20.4,257,1012,100,16,221,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T00:00:00,5,1,-4,52.29,0,0,,0,0,33.5,21,253,1012.5,100,16,220,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T01:00:00,4.5,1.2,-3.6,55.71,0,0,,0,0,28.9,14.6,260,1013.3,97,16,220,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T02:00:00,3.6,1,-3.6,59.36,0,0,,0,0,33.5,9.9,250,1014.3,33.2,16,220,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T03:00:00,3.5,-0.9,-3.6,59.92,0,0,,0,0,25.9,20.4,245,1015.1,7.2,16,220,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T04:00:00,3,0.2,-4,60.2,0,0,,0,0,35.3,10.4,260,1015.4,0,16,220,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T05:00:00,2.5,-0.4,-4,62.24,0,0,,0,0,16.6,10.4,285,1015.7,7.2,16,220,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T06:00:00,2.4,2.4,-4,62.84,0,0,,0,0,16.6,3.5,329,1016.5,7.2,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T07:00:00,2.5,2.5,-3.4,64.82,0,0,,0,0,16.6,3.9,333,1017.5,7.2,16,3,0,0,10,Clear,clear-night,"72505394728,KLGA,F8726,KNYC,72503014732"
"New York City,USA",2023-01-27T08:00:00,3,3,-3.1,64.43,0,0,,0,0,16.6,3.5,326,1018.5,7.2,16,84,0.3,1,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T09:00:00,3.1,0.1,-3.1,63.83,0,0,,0,0,16.6,11.6,300,1019.4,7.2,16,114,0.4,1,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T10:00:00,4.2,2.3,-4.5,53.47,0,0,,0,0,16.6,7.6,260,1019.8,7.2,16,436,1.6,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T11:00:00,4.2,1.1,-5.2,50.66,0,0,,0,0,25.9,13,238,1020.1,43.6,16,227,0.8,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T12:00:00,4.8,1.7,-3.8,53.81,0,0,,0,0,16.6,14.3,231,1019,97,16,181,0.7,2,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T13:00:00,5.3,2.4,-4.5,49.13,0,0,,0,0,16.6,13.3,235,1018.4,97,16,152,0.5,2,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T14:00:00,5.2,2.1,-5.8,45.09,0,0,,0,0,16.6,14.4,243,1018.4,88.8,16,188,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T15:00:00,5.2,1.7,-7.5,39.67,0,0,,0,0,25.9,16.6,235,1018.8,97,16,125,0.5,1,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T16:00:00,5.2,2.3,-7.3,40.08,0,0,,0,0,25.9,13.1,285,1019.5,60.4,16,137,0.5,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T17:00:00,5,3.3,-7,41.73,0,0,,0,0,25.9,7.4,280,1020.1,97,16,5,0,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-27T18:00:00,4,1.3,-7,44.78,0,0,,0,0,22.3,10.8,265,1020.8,43.6,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,F8726,KNYC,72503014732"
"New York City,USA",2023-01-27T19:00:00,3.5,1.5,-6.4,48.33,0,0,,0,0,22.3,7.6,280,1021.1,23.8,16,218,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T20:00:00,3.5,0.5,-6.8,46.99,0,0,,0,0,22.3,11.6,233,1021.6,7.2,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T21:00:00,3.5,0.3,-6.4,48.33,0,0,,0,0,24.1,13,240,1022.6,13.4,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T22:00:00,3.4,0.4,-6.8,47.44,0,0,,0,0,25.9,11.2,242,1022.5,7.2,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-27T23:00:00,3,0.2,-8.3,43.33,0,0,,0,0,22.3,10.3,220,1022.1,7.2,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T00:00:00,2.9,0.8,-8.4,43.24,0,0,,0,0,18.4,7.4,203,1021.5,13.4,16,217,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T01:00:00,2.9,-0.3,-8,44.79,0,0,,0,0,20.5,11.6,225,1021.6,7.2,16,216,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T02:00:00,3.2,0.6,-8.2,43.07,0,0,,0,0,25.9,10,200,1021.9,7.2,16,218,0.8,0,10,Clear,clear-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T03:00:00,3.6,0.4,-7.1,45.37,0,0,,0,0,31.3,13,200,1021.8,100,16,220,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T04:00:00,3.7,-0.6,-6.4,47.55,0,0,,0,0,48.9,20.5,210,1021.9,100,16,220,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T05:00:00,3.9,1.1,-5.9,48.93,0,0,,0,0,35.3,11,200,1021.9,98.9,16,218,0.8,0,10,Overcast,cloudy,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T06:00:00,3.7,0.4,-5.9,49.4,0,0,,0,0,35.3,13.9,215,1021.9,88.8,16,220,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T07:00:00,3.9,0.7,-5.8,49.44,0,0,,0,0,33,13.1,210,1022.1,97,16,2,0,0,10,Overcast,cloudy,"72505394728,KLGA,F8726,KNYC,72503014732"
"New York City,USA",2023-01-28T08:00:00,3.5,0.5,-5.2,53.1,0,0,,0,0,31.3,11.8,220,1022.8,60.4,16,134,0.5,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T09:00:00,4,0.8,-4.5,53.87,0,0,,0,0,29.5,13.1,220,1023.4,33.2,16,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T10:00:00,5.8,2.2,-4.2,48.84,0,0,,0,0,27.4,18.9,249,1024.2,7.2,16,436,1.6,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T11:00:00,7.4,4.4,-4,44.35,0,0,,0,0,29.5,17,232,1024.5,7.2,16,490,1.8,5,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T12:00:00,9.5,7.4,-3.6,39.55,0,0,,0,0,38.9,14.1,233,1023.8,23.8,16,539,1.9,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T13:00:00,11.1,11.1,-3.9,34.59,0,0,,0,0,33.9,13.6,278,1023.7,1.5,16,248,0.9,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T14:00:00,10.7,10.7,-4.4,34.45,0,0,,0,0,34.8,20.1,267,1023.7,1.5,16,202,0.7,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T15:00:00,10.7,10.7,-4.4,34.45,0,0,,0,0,34.7,20,269,1024,1.5,16,98,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T16:00:00,10.1,10.1,-4,37.03,0,0,,0,0,29.5,18.1,260,1024.4,1.5,16,51,0.2,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T17:00:00,10,10,-4.4,35.94,0.699,100,rain,0,0,96.1,12.8,270,1025.1,1.5,16,19,0.1,0,10,Rain,rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-28T18:00:00,8.9,7.9,-3,43.14,0,0,,0,0,18.4,7.3,272,1026.1,1.5,16,1,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2023-01-28T19:00:00,9.4,7.2,-2.9,42.11,0,0,,0,0,16.6,14.5,269,1026.7,1.5,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T20:00:00,8.9,6.9,-2.2,45.59,0,0,,0,0,25.9,13.1,277,1026.7,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T21:00:00,8.4,6.9,-2.2,47.12,0,0,,0,0,14.8,9.5,269,1027.1,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T22:00:00,7.9,6.3,-1.7,50.46,0,0,,0,0,13,9.6,249,1027.4,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-28T23:00:00,8.4,6.3,-2.2,47.15,0,0,,0,0,13,12.7,259,1027.1,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T00:00:00,7.9,6,-2.2,48.77,0,0,,0,0,11.2,11.2,269,1027.4,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T01:00:00,7.3,5.5,-2.2,50.96,0,0,,0,0,11.2,9.3,258,1026.7,1.5,16,223,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T02:00:00,7.3,6.4,-2.8,48.8,0,0,,0,0,11.2,5.8,258,1027,0.8,16,221,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T03:00:00,7.2,7.2,-2.8,48.99,0,0,,0,0,11.2,0.1,6,1026.7,0.8,16,219,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T04:00:00,6.2,6.2,-2.1,55.19,0,0,,0,0,11.2,0.5,9,1026.7,0.8,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T05:00:00,7.1,7.1,-2.1,51.76,0,0,,0,0,11.2,0.4,10,1026.3,0.8,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T06:00:00,6.1,4.6,0,64.7,0,0,,0,0,14.8,7.5,42,1026.1,0.8,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T07:00:00,6.1,6.1,-1.1,59.83,0,0,,0,0,14.8,0.4,19,1026,1.5,16,3,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2023-01-29T08:00:00,6.2,6.2,1.2,70.17,0,0,,0,0,18.4,0.5,21,1025.7,1.5,16,34,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T09:00:00,7.2,7.2,1.2,65.66,0,0,,0,0,22.3,0.2,6,1025.7,1.5,16,98,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T10:00:00,7.3,6.6,0.1,60.29,0,0,,0,0,25.9,5.3,271,1025.3,1.5,16,153,0.6,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T11:00:00,8.4,6.9,-0.7,52.79,0,0,,0,0,27.7,9.4,178,1024.3,1.5,16,188,0.7,2,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T12:00:00,9.5,8.1,-1.2,47.25,0,0,,0,0,31.3,9.4,245,1022.6,27.5,16,181,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T13:00:00,10.1,10.1,-0.7,47.19,0,0,,0,0,31.7,11.3,236,1021.2,89.5,16,105,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T14:00:00,10.1,10.1,-0.6,47.39,0,0,,0,0,18.4,14.1,258,1020.3,100,16,53,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T15:00:00,10.7,10.7,-1.7,42.12,0,0,,0,0,18.4,14.5,249,1019.8,100,16,81,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T16:00:00,10.7,10.7,-1.2,43.66,0,0,,0,0,25.9,13,258,1020.2,100,16,21,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T17:00:00,11.1,11.1,-1.4,41.62,0,0,,0,0,32.6,13.3,210,1019.4,98.4,16,10,0,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2023-01-29T18:00:00,9.4,7.5,0.6,54.03,0,0,,0,0,16.6,12.9,269,1020.3,99.9,16,9,0,0,10,Overcast,cloudy,"72505394728,72055399999,E5816,KLGA,KJRB,KNYC,72503014732"
"New York City,USA",2023-01-29T19:00:00,9,6.6,1.1,57.92,0,0,,0,0,27.7,15,259,1020.9,99.6,16,221,0.8,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T20:00:00,8.9,7.1,1.1,58.04,0,0,,0,0,14.8,11.4,259,1020.6,98.6,16,220,0.8,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T21:00:00,8.4,5.8,1.1,60.16,0,0,,0,0,14.8,16.2,269,1021.6,49.6,16,221,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T22:00:00,8.4,6,1.1,60.39,0,0,,0,0,14.8,14,282,1021.7,1.5,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-29T23:00:00,7.9,5.6,1.1,62.38,0,0,,0,0,14.8,12.8,258,1021.3,2.7,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T00:00:00,7.2,5.2,1.1,65.2,0,0,,0,0,13,11,259,1021.7,1.5,16,219,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T01:00:00,6.8,4.9,1.1,67.33,0,0,,0,0,31.7,9.6,260,1021.7,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T02:00:00,6.7,5.4,1.1,67.5,0,0,,0,0,11.2,7.2,253,1021.7,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T03:00:00,6.2,4.3,1.1,69.92,0,0,,0,0,11.2,9.2,260,1021.3,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T04:00:00,6.2,4.3,1.1,69.91,0,0,,0,0,9.4,9,263,1021.3,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T05:00:00,6.2,4.3,1.1,69.97,0,0,,0,0,9.4,8.9,244,1021.9,1.5,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T06:00:00,5.7,3.7,1.1,72.39,0,0,,0,0,7.6,9.3,202,1021.9,1.7,16,218,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T07:00:00,5.1,5.1,1.1,75.59,0,0,,0,0,13,0,0,1022.6,1.7,16,2,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2023-01-30T08:00:00,5.7,4.9,1.2,72.43,0,0,,0,0,13,5.1,254,1022.3,1.7,16,35,0.1,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T09:00:00,5.8,4.9,1.7,75.05,0,0,,0,0,13,5.2,223,1022.9,1.5,16,49,0.2,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T10:00:00,6.3,5.4,1.2,69.96,0,0,,0,0,13,5.5,260,1023.6,1.5,16,422,1.5,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T11:00:00,8.9,8.9,1.7,60.68,0,0,,0,0,5.4,0,0,1022.6,28.1,16,503,1.8,5,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T12:00:00,9,7.6,2.2,62.4,0,0,,0,0,5.4,9.3,237,1021.7,88.1,16,555,2,6,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T13:00:00,11.2,11.2,2.2,53.89,0,0,,0,0,9.4,9.2,260,1021,89.1,16,373,1.3,4,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T14:00:00,11.2,11.2,2.2,53.92,0,0,,0,0,9.4,7.7,230,1020,98.6,16,197,0.7,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T15:00:00,12.8,12.8,2.8,50.47,0,0,,0,0,11.2,5.6,239,1019.3,29.7,16,281,1,3,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T16:00:00,12.8,12.8,2.8,50.66,0,0,,0,0,16.6,5.9,269,1018.9,0.4,16,107,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T17:00:00,11.1,11.1,2.8,56.61,0,0,,0,0,13,5.7,209,1019.2,0.4,16,7,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2023-01-30T18:00:00,9.4,9.4,3.3,65.86,0,0,,0,0,14.8,0.2,354,1019.5,0.8,16,2,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,72503014732"
"New York City,USA",2023-01-30T19:00:00,8.9,7.5,3.3,67.89,0,0,,0,0,14.8,9.4,257,1019.9,88,16,222,0.8,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
"New York City,USA",2023-01-30T20:00:00,9.4,7.2,2.9,63.76,0,0,,0,0,16.6,14.7,275,1018.8,0.8,16,220,0.8,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,D2180,KNYC,72503014732"
