name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2022-12-02T21:00:00,6.6,4.8,-2.3,53.09,0,0,,0,0,20.9,8.9,200,1031.1,23.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-02T22:00:00,7.1,5.9,-1.3,55.31,0,0,,0,0,26.6,6.9,200,1030.4,23.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-02T23:00:00,7.5,6.1,-0.6,56.11,0,0,,0,0,23.8,8,190,1030.2,23.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T00:00:00,8,7.4,0.5,58.84,0,0,,0,0,13,5.4,190,1029.2,60.4,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T01:00:00,8,8,1.8,64.68,0,0,,0,0,21.6,1.4,57,1028.5,26.7,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T02:00:00,8.6,7.7,2.9,67.53,0,0,,0,0,16.2,6.5,163,1027.9,91.8,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T03:00:00,9.7,8.2,4.7,71.03,0,0,,0,0,22,10.7,200,1026.6,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T04:00:00,10.5,10.5,6,73.9,0,0,,0,0,30.2,8,183,1025.5,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T05:00:00,10.7,10.7,6.7,76.61,0,0,,0,0,40,12.6,180,1024.1,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T06:00:00,11.4,11.4,7.9,78.67,0,0,,0,0,32.4,13,190,1023.1,100,16,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T07:00:00,11.9,11.9,8.3,78.74,0,0,,0,0,33.8,9.4,220,1022.9,100,16,1,0,0,10,Overcast,cloudy,"72505394728,KLGA,F8726,KNYC,72503014732"
"New York City,USA",2022-12-03T08:00:00,11.6,11.6,9.6,87.49,0.9,100,rain,0,0,24.8,7.4,190,1022.2,100,8,5,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T09:00:00,12.4,12.4,10.3,87.15,0.547,100,rain,0,0,51.5,15.2,190,1021.1,100,15.2,12,0,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T10:00:00,13,13,10.8,86.83,0.991,100,rain,0,0,46.4,25.9,190,1020.1,100,7.3,21,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T11:00:00,13,13,11.4,90.26,1.827,100,rain,0,0,37.1,9.4,200,1018.5,100,6,16,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T12:00:00,13.5,13.5,11.6,88.14,2.275,100,rain,0,0,35.2,19.3,207,1016.7,100,5.3,32,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T13:00:00,13.5,13.5,11.6,88.14,2.835,100,rain,0,0,40.7,25.9,210,1015.4,100,3.3,19,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T14:00:00,13.5,13.5,11.6,88.14,0.841,100,rain,0,0,38.9,12.8,210,1014.7,100,13.3,19,0.1,0,10,"Rain, Overcast",rain,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T15:00:00,14,14,11.6,85.33,0,0,,0,0,45.4,18.4,223,1014.6,100,16,14,0.1,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T16:00:00,14.4,14.4,11,80.38,0,0,,0,0,42.2,18.6,237,1014.1,97,16,7,0,0,10,Overcast,cloudy,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T17:00:00,14.2,14.2,11,81.08,0,0,,0,0,33.5,20.5,240,1014.5,88.8,16,5,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-03T18:00:00,13.5,13.5,10.2,80.36,1.666,100,rain,0,0,38.9,14.6,230,1015.1,97,16,13,0,0,10,"Rain, Overcast",rain,"72505394728,E5816,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T19:00:00,13.6,13.6,7.2,65.22,0,0,,0,0,40.1,17.6,270,1015.9,43.6,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T20:00:00,11.8,11.8,2,50.96,0,0,,0,0,50.3,26.7,300,1017.5,33.2,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T21:00:00,9.7,7.3,0,50.78,0,0,,0,0,38.3,17.3,295,1018.9,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T22:00:00,8.5,5.8,-1.8,48.44,0,0,,0,0,36.8,17.4,300,1019.7,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-03T23:00:00,8,5.6,-2.5,47.69,0,0,,0,0,36.8,14.1,300,1020.2,27.1,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T00:00:00,7.4,4.4,-2.3,50.19,0,0,,0,0,39.2,17.3,275,1020.4,88.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T01:00:00,7.2,4,-3.6,46.29,0,0,,0,0,33.5,19.1,305,1020.7,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T02:00:00,6.3,2.5,-5.5,42.67,0,0,,0,0,50,22.3,300,1021.3,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T03:00:00,5.8,2.1,-5.8,43,0,0,,0,0,33.5,19.9,308,1021.4,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T04:00:00,4.7,0.1,-5.3,48.32,0,0,,0,0,37.1,25.9,310,1022,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T05:00:00,4.5,1.8,-6.5,44.6,0,0,,0,0,30.6,11.3,285,1022.3,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T06:00:00,4,0.8,-6,48.11,0,0,,0,0,25.9,13.1,300,1022.9,27.1,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T07:00:00,4,0.6,-6.1,47.63,0,0,,0,0,22,14.8,330,1023.8,7.2,16,7,0,0,10,Clear,clear-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T08:00:00,4,0.6,-6,48.11,0,0,,0,0,22,14.8,330,1023.6,7.2,16,134,0.5,1,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T09:00:00,4,2,-6.5,46.31,0,0,,0,0,32.8,7.9,350,1023.5,7.2,16,265,1,3,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T10:00:00,5,2.3,-6.6,42.72,0,0,,0,0,25.6,12,330,1023.5,7.2,16,414,1.5,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T11:00:00,5.7,1.8,-6.6,40.81,0,0,,0,0,25.9,20.5,320,1022.4,7.2,16,459,1.7,5,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T12:00:00,6.2,4.1,-6.8,39.02,0,0,,0,0,19.4,10,330,1021.8,13.4,16,468,1.7,5,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T13:00:00,6.7,4.5,-7.1,36.51,0,0,,0,0,19.4,11,300,1021.2,13.4,16,431,1.6,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T14:00:00,7.2,7.2,-6.8,36.28,0,0,,0,0,19.1,4.4,333,1021,19.3,16,381,1.4,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T15:00:00,7.2,6,-7.1,35.28,0,0,,0,0,24.8,6.9,310,1021.3,23.8,16,123,0.4,1,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T16:00:00,6.8,5.2,-6.6,37.59,0,0,,0,0,16.6,8.4,300,1022,23.8,16,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T17:00:00,6.3,5.2,-6.4,39.72,0,0,,0,0,13.7,6,360,1022.1,23.8,16,11,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-04T18:00:00,5.3,4.1,-6.6,42.01,0,0,,0,0,2.9,6,43,1021.9,23.8,16,17,0.1,0,10,Partially cloudy,partly-cloudy-night,"72505394728,E5816,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T19:00:00,4.6,2.7,-5.8,46.97,0,0,,0,0,5.8,7.9,110,1022.1,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T20:00:00,5.3,4.1,-5.6,45.36,0,0,,0,0,4,6,230,1022.6,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T21:00:00,5.2,3.3,-5.6,45.79,0,0,,0,0,13.3,8,231,1022.7,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T22:00:00,4.5,2.2,-4.7,51.21,0,0,,0,0,18.4,9.6,270,1022.7,7.2,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-04T23:00:00,4.2,1.8,-6.1,47.06,0,0,,0,0,14,9.5,260,1022.8,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T00:00:00,3.6,2.3,-5.8,50.25,0,0,,0,0,6.1,5.5,294,1022.4,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T01:00:00,3.3,0.8,-5.5,52.78,0,0,,0,0,13,9,303,1022.4,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T02:00:00,2.6,2.6,-6.3,51.8,0,0,,0,0,9,0,0,1022.8,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T03:00:00,3.1,3.1,-6.6,48.72,0,0,,0,0,7.2,0,0,1022.9,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T04:00:00,3.4,3.4,-7.4,45.21,0,0,,0,0,2.5,2.5,61,1022.6,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T05:00:00,2.7,2.7,-5.2,56.22,0,0,,0,0,8.3,2.5,65,1023.1,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T06:00:00,2.4,2.4,-5.5,56.14,0,0,,0,0,10.8,2.5,303,1023.9,0,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T07:00:00,2.4,2.4,-5.8,54.85,0,0,,0,0,9,2,299,1024.5,0,16,7,0,0,10,Clear,clear-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T08:00:00,3,0.9,-5.8,52.31,0,0,,0,0,6.8,7.6,190,1025.1,0,16,113,0.4,1,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T09:00:00,4,2.4,-6.2,47.4,0,0,,0,0,10.4,6.5,246,1025.8,7.2,16,237,0.9,2,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T10:00:00,5.2,3.5,-7.9,38.25,0,0,,0,0,7.9,7.4,207,1026.3,7.2,16,401,1.4,4,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T11:00:00,7.1,4.6,-8.8,31.2,0,0,,0,0,11.9,13.3,175,1025.9,23.8,16,401,1.4,4,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T12:00:00,8.2,6.5,-8.6,29.5,0,0,,0,0,13.3,9.8,229,1025.6,23.8,16,489,1.8,5,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T13:00:00,8.7,7.1,-9.5,26.6,0,0,,0,0,14.4,10,173,1025.2,23.8,16,237,0.9,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T14:00:00,7.9,5.9,-9.3,28.5,0,0,,0,0,15.1,11.2,180,1024.7,23.8,16,189,0.7,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T15:00:00,8.3,6.6,-8.9,28.45,0,0,,0,0,14,10.3,160,1024.8,23.8,16,174,0.6,2,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T16:00:00,7.9,7.9,-7.6,32.57,0,0,,0,0,14.8,3.9,61,1024.8,23.8,16,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T17:00:00,6.8,5.1,-4.7,43.55,0,0,,0,0,13,9,148,1025.5,23.8,16,7,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2022-12-05T18:00:00,6.7,4.8,-0.6,59.41,0,0,,0,0,17.6,9.4,170,1025.7,13.4,16,13,0,0,10,Clear,clear-night,"72505394728,E5816,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T19:00:00,6.7,5.7,0.5,64.46,0,0,,0,0,16.9,6,160,1026.1,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T20:00:00,6.7,5.9,1,67.03,0,0,,0,0,7.2,5.4,260,1027,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T21:00:00,7.1,6,1.6,67.96,0,0,,0,0,12.6,6.5,70,1026.8,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T22:00:00,6.6,5.2,1.4,69.74,0,0,,0,0,5.4,7,135,1026.5,13.4,16,0,,0,10,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-05T23:00:00,5.8,5.8,1.2,72.37,0,0,,0,0,2.9,0,0,1026.5,23.8,16,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-06T00:00:00,6,6,1.9,75.04,0,0,,0,0,5,0,0,1026.3,23.8,13.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-06T01:00:00,6,5.1,2.2,76.56,0,0,,0,0,5.8,5.4,17,1026.3,23.8,13.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-06T02:00:00,6,6,2.1,75.84,0,0,,0,0,4.7,2,19,1026.5,23.8,13.8,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-06T03:00:00,5.5,3.7,2.2,79.49,0,0,,0,0,7.6,8,33,1026.7,60.4,14.5,0,,0,10,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
"New York City,USA",2022-12-06T04:00:00,6,4.8,2.9,80.13,0,0,,0,0,14.8,6.5,33,1026.8,100,14.5,0,,0,10,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
